Rating,Review_title,Product_review
5.0 out of 5 stars,The E4 is a winner,"I tried the E4 instead of the S series after reading that the suction power, battery and main other features were on par. I have not been disappointed! The navigation is smart enough, it’s definitely powerful enough and the mopping attachment leaves my floors feeling wonderfully clean. Only negative is that I cannot set up Alexa control as this is not on the miHome app. It asks for the Roborock app instead which doesn’t seem to feature the E4 range. So that’s an app issue. But bottom line if you’re looking to save a bit of money and not splurge on the Lidar range, and want a solid vacuum the E4 is a winner! I have never had this much fun cleaning :)"
5.0 out of 5 stars,Gets pet hair and dirt left behind from other vacuum,"The picture is the first scheduled clean “Wallie” did around my house. Mind you I vacuum at least four days a week to keep up with my dog’s shedding...but look at all the hair and dirt I wasn’t getting! I have two bedrooms, the living room, and the kitchen the Roborock has to clean and it took an hour and twenty mins. The vacuum still had 50% battery life after running on “balanced” (there’s four suction settings to choose from). Once cleaning was done, emptying the canister was a breeze. Just dump, rinse, let dry for 24 hrs (I stuck the canister and filter over my vent to speed up the drying time—always make sure everything is COMPLETELY DRY before popping it back into the vacuum), reinsert the canister and you’re good to go for the next cleaning! The app gives updates on what the vacuum is doing, allows you to set scheduled cleanings, and puts the vacuum into “do not disturb” mode that’s customizable to whatever time you choose. HIGHLY RECOMMEND this purchase after one use. I’ll do another review after putting some hours on the vacuum!"
5.0 out of 5 stars,Great little helper!,This is the first robot vacuum that I have had. Three of my daughters-in-law have them and loved how they worked. We have two dogs that shed badly and a daily vacuum is necessary. This little guy does the job. It runs in a logical pattern and covers all the floor. No need for me to be constantly vacuuming. I can do my other jobs while it runs.
5.0 out of 5 stars,So Far So Great!,"i purchased this Roborock after buying the Eufy S11. I didn't care for the random bumping and pickup of the Eufy so I elevated for the extra $50 for the Roborock. This is an amazing vacuum! With the optic eye that accurately calculates the floors and picks up everything in it's way, it's amazing. We have a cat and the amount of hair and dirt that it's getting under chairs and other furniture, I am truly amazed. I don't need a robot vacuum that maps the rooms, but this one does. It gets all the corners and the edges and slows down when its approaching an obstacle. It also is able to maneuver my carpet (mid-length). Love this vacuum - I will get another for the upper foor!"
4.0 out of 5 stars,"Works great, but the dock power cable doesn't stay plugged in.","I've had this vacuum for three months now and I love it! We run it at least once a week and it does a great job on our hardwood floors and small rugs. It does get hung up on the lip between rooms sometimes, but we live in an older house so they are a bit taller."
3.0 out of 5 stars,Several issues right off the bat,"Great vaccuum/mop combo. Vacuums and mops at the same time. Unfortunately, is not a very smart robot. Gets stuck frequently in the open air (no obstacles whatsoever), which is a downgrade from my $100 eufy vac only. Mop needs to be in ‘spot cleaning’ mode to be effective. For the kitchen, needs to run three times to produce a totally clean floor. Has a really hard time docking, despite 5’ clearance on either side. Joystick mode/remote control doesn’t really work. If you’re patient and get to know it’s idiosyncrasies, it is a really cheap robot vac/mop combo that does the kitchen floor for you!"
3.0 out of 5 stars,Not impressed,"Does not clean as well as my old Neato. Cleaning pattern is not very organized. Will not circle around table legs and it just bumps into them and bypasses going under the table. The suction is not as good as my old Neato. It goes over my rugs, but then I can shake them out and get lots of dirt I have to sweep up. Would not buy again. You get what you pay for."
2.0 out of 5 stars,Save your money and get a smarter one.,"Not the smartest robot vacuum made, and I wouldn't trust running it while not home, this thing gets itself stuck on everything, and when in a bind it will just go back and forth, but will not turn to get unstuck, my advice is get one that actually learns while it vacuums, this one is like having to keep an eye on a small child running through the house."
5.0 out of 5 stars,Picks up well,"Love this vacuum. It doesn't just roam randomly. It goes in an order. I haven't had a chance to get it connected with my phone but as for it's performance, it is excellent and easy to clean. We have two dogs and a cat and this thing cleans up everything. It will get stuck in our higher pile carpet but only occasionally. Nothing to fret about."
5.0 out of 5 stars,Much better buy than more expensive name brands,"This is our 3rd attempt with a robot vacuum. The previous two were different big name brands and this one beats them by a lot! It moves from carpet to hard floors with ease, moves in a pattern so it catches all the dirt and can do the whole 1200 sq feet of our main level with one charge. I also like the option to add on the mop function later."
4.0 out of 5 stars,Gets every spot.,"I love that it cleans in a ""z"" pattern instead of ping ponging all over the room. This one actually gets every spot. If it runs out of time it will comeba k out and finish once its charged. Were unable to take advantage of the wifi portion since our wifi isn't strong enough but still works okay if I turn it on before bed. The only issue is its having trouble making it back to the charger where I have it. May just have to move it."
3.0 out of 5 stars,Cleans well.  Scratches baseboards though ☹️,The vacuum cleans well. I would say it’s biggest down fall is it is scratching the piss out of my base boards. It will drive right up to it hit the bump stop and start spinning. And just starts scratching the baseboards.
2.0 out of 5 stars,"Internet Connectivity Issues, Algorithm Consistently Misses Rooms","Reset Router, Connect, five minutes later, connection lost -- repeat ad nauseum, repeat ..."
1.0 out of 5 stars,Bad product. Broke in less than a year. Bad customer service. Just a bad brand.,Didn’t last more than a year. Side brush rotor doesn’t even rotate anymore. This is my 2nd vacuum from this company and both broke so easily. Worst of all customer service is so condescending. Goes all out in every communication to tell you how the product warranty would cover this or that if I did this wrong or did that wrong. Great way to stand by your product.
3.0 out of 5 stars,Will not download CH app but good Robo vac,"You must download MiHome app to your phone, made in Beijing CH. I just taught my Robo vac to clean my downstairs without any app. Will not put CH app on my phone. Excellent Robo vac."
1.0 out of 5 stars,Poor performing and equally supported product,"ZERO STARS IF I COULD SUBMIT IT-Bought this product in August of 2020. It has been an extremely disappointing experience from the beginning. The manual is useless. Product description stated that you could program it which cannot be done. You cannot get adequate support for it when you request it. The only means of support is a email response with vague answers to my questions. IT has stopped working after only 8 months. I don't write many reviews but the miserable experience with this product has prompted me to submit this one. When shopping for robot vacuum cleaners, I strongly recommend that you do consider this product or any other one made by this manufacturer."
3.0 out of 5 stars,Ok,The vacuum itself worked well. The side sweepers didn’t seem to do much. It kept getting stuck under our furniture. We ended up returning it.
2.0 out of 5 stars,Will not attach to the MiHome app or wifi,"This vacuum works well, but is pretty useless in the overall scheme of todays smart devices. MiHome App will not find the device, won't attach to WiFi...and has no instructions of how to use with Alexa. Have been on the phone with customer service 2x, but very difficult to understand and were no help at all. Only emailed me a copy of the book that came with it. Have been planning to return for refund, but am 2 days past the return window. Guess I am stuck... Any ideas of how to get the MiHome app to find it?"
5.0 out of 5 stars,My first vacuum robot and a really good one so far,"This was my first vacuum robot. I call him Wall-E like the Pixar movie and one of my favorites. This cute little robot has impressed me so far, it’s cleaned my place very well. My apartment is mostly carpet so if you have a carpet apartment this will do the job pretty well. It’s missed a small spot or two on each cleaning cycle but you won’t even notice usually. I love him going up and down in a very orderly fashion all over my apartment and he’s very stubborn to make sure no corner is left unclean. The integration with the app is flawless and it’s also shown me a very detailed map of my house. Wall-E finds the charging dock after every session or when low on battery so no issues there. Overall I would recommend this product."
3.0 out of 5 stars,Not bad but you could do better,"I was really excited about using this vacuum and got it for a great deal on here, but it has really underperformed my expectations. We have two kids and two dogs, and therefore quite a bit of dirt and dust from outside, especially on our hardwoods. We've chosen to use it without the Wifi/app, and maybe that would make a difference, but this machine does NOT operate in any consistent pattern -- at least at my house. It does do better on carpet and with ZERO obstacles in the way, but even without obstacles it will stop mid-room and go the other way, missing major portions of the room and therefore leaving dirt, dust, etc. I thought it would circle back to get those places, but it almost never does; it will say ""finished cleaning"" and struggle back to the dock. All that to say, this is not a terrible vacuum, but I wish I would have spent a little more for a better product."
5.0 out of 5 stars,100 percent recommend,We have had her now for months and I love it! I have rearranged the furniture on her twice and she figures it out. My floors are clean all the time. The run time and battery are great the dust bin is a good size. Is she sucks up a charger cord for example she will stop and ask for help sometimes she gets stuck under my kitchen counters but can usually get out by herself. She handles my heavier bathroom rugs well too.
1.0 out of 5 stars,Does not live up to the hype,"Got this product with high hopes and it has been a let down. Does work okay on carpets but not nearly well as expected on hard floors. Gets stuck on every floor rug we have and has to be picked up and moved. Seems to run a lot in the same places and misses others. Don't plan on watching TV while it is running, too noisy. When you tell it to go home it just seems to keep working for another 30 minutes. With as much as I have to fix it while running I cannot trust it to run by itself and quite frankly I could clean my own floors better in less than half the time."
5.0 out of 5 stars,Great job on hardwood floor with pet hair!,I did a lot of research before purchasing a robot vacuum and this one checked all the boxes for me. Affordable price for what it does. Efficient smart tracking and not random ping-ponging around. Optional quiet modes. Does great on pet hair ( I have 3 jack russell terriers). I run this little robot daily to pick up all the pet hair. Does a great job for the $200 price point. I don't feel it is lacking in any area really.
5.0 out of 5 stars,We Named Him Victor, Couldn't be happier with this unit. Doesn't miss an inch. Gets into hard to reach areas and can pivot around the tightest corners. (See video) He does it entire first floor in about an hour and then find his way back to the charger. I then receive a map on the app that retraces his movements. Really cool! Highly recommend!
4.0 out of 5 stars,Better than a roomba,"This thing outperforms my in-laws' iRobot Roomba. The Roomba doesn't clean in an ordered way. It just seems to bounce around randomly for a while, then pushes its dock away while trying to return to it. This Roborock cleans in a logical back and forth pattern and has no trouble returning to its dock."
5.0 out of 5 stars,Great Product Works as Featured,My wife loves our Roborock Vaccum. It has great suction and given time all the floors will be clean. My wife named her new vacuum which wsa a Christmas present - Spide.
5.0 out of 5 stars,Gets it done done,"This is - besides the horrible Alexa integration- an outstanding product. The bot navigates and maps well and can overcome most traps that disable other bots and that’s a credit to whomever developed the AI. Got it on sale. Price is good even if not on sale for a bot that works this well. Alexa integration is awful, or at least seems to be. Not much luck linking it to Google Home, either. YMMV."
4.0 out of 5 stars,Love this thing!,"Money well spent! We have 4 dogs who all shed. I've set the vacuum up to start every morning and now we have nice clean floors every day. Now if I could just get it to vacuum the furniture! The only negative thing about it is that it sometimes gets confused and seems to forget how the house is laid out which means it vacuums some areas over and over again as well as forgets where the docking station is, but these are minor annoyances that can be overcome with a little human intervention."
2.0 out of 5 stars,No ability to map despite its description,The E4 does NOT work with the Roborock app. It only works with the MI Home app despite what the description says. The MI Home app did not allow for mapping so I could not select rooms or areas to clean. The cleaning it did was fine but I bought it specifically for the non-existant mapping.. The Roborock website has a disclaimer that this unit only works with MI Home but Amazon doesn't have the disclaimer.
5.0 out of 5 stars,It works.,"This is what happened after owning this thing for 24 hours. It sucked up stuff around my house I had no idea I was there. As long as you pick up chords and other items off the floor first, this thing will save you so much work. It does take a while though- over an hour in my house. However, that means it's being thorough!! Cleans my hardwoods and carpets equally well."
2.0 out of 5 stars,Spend money on something better,"Not as good as the other well known brand. Left plenty of loose dirt and stuff around edges here and there, under cabinets, e.t.c. Haven't tried mop yet. App doesn't allow for cleaning specific areas of the map. There is no map. Can't really designate a high traffic cleaning area. I thought this was going to clean better than the pinball machine robot vacuum, but not so."
4.0 out of 5 stars,"Overall, definitely the best robot vacuum I've had.","We really like our Roborock robot vacuum! We have had some of the competitors, and most of them simply don't navigate the space well and end up missing lots of areas. This one has been great and seems to get up a decent amount of dirt. Not standard vacuum level, but pretty good!"
5.0 out of 5 stars,How did I live without this?!,"I sweep, vaccuum, and mop regularly.....so I was absolutely SHOCKED at how much dirt and pet hair this little vaccuum was able to pick up. It maps the house and vaccuums in straight lines instead of bumping around aimlessly like other brands. I live the feature to set automatic cleans and schedulimg. I would HIGHLY recommend against other popluar namebrand robot vacs."
5.0 out of 5 stars,BEST VACUUM EVER,"This is the best robot vacuum I’ve ever seen. It picks up everything—- cat hair, dirt, dust, litter, etc! We’re obsessed. I love that it can be controlled by an app!!!! We had a Eufy brand before and it would just blow cat fur around and didn’t work well on our area rugs at all. This vacuum does it all!!!! I HIGHLY recommend !!!"
5.0 out of 5 stars,So far I really like this,"I've had it now for over a month and use it every morning. When I first got it, I was worried about setting it up by what other reviews said. I had no issues at all. Takes about an hour to do the area I want and only uses half the battery life, if that. I have it set on Max too! I do have issues with it getting stuck under a recliner, but I just ordered the magnetic strips which is in a roll (13ft) for only $16. Can't wait for that to come in. Based on my experience with it so far, I would recommend it."
5.0 out of 5 stars,Better than Roomba,Not only is this a fifth of the cost of a Roomba it also works faster and has just as much suction. It’s much quieter than the Roomba. It’s not as powerful in terms of being able to get up on a high rug for cleaning but that’s the only thing. Very happy with this product. The floors look polished.
5.0 out of 5 stars,Game changer,"This thing is serious. We have a pretty big area to cover, and though it kind of does the spaces erratically, it managers to get every single room and corner. I LOVE this stupid vacuum. It makes my life so much easier."
4.0 out of 5 stars,Great budget friendly 2 in 1 vacuum,"Very happy with roborock overall. Does a great job of getting our dog hair up but doesn’t do what I’d consider deep cleaning especially when it comes to the mop. Happily have it run vacuuming 2x a week with a kid and a 55lbs dog, mopping once a week. I will mop myself every other week for a deeper clean. It would be nice if it could just clean the kitchen and avoid mopping rugs; it doesn’t map the house but for the price point I’m satisfied with how much it helps clean"
4.0 out of 5 stars,"Great, but dumb.","It's really nice for the price, but it is stupid. It's not like the way more expensive ones that create a map of your home and you can set no go zones. It gets stuck quite a bit, but it does well and having it take over the day to day vaccuming has be awesome. If you want a starter smart vac I reccommend. Plus I bought the mood attachment for my hard surfaces. It's just a useful tool for the low price."
5.0 out of 5 stars,Good Robot Vacuum & Great Customer Service,"Works good and picks up just as much stuff as any other robot vacuum. Drives in straight lines rather than randomly which helps it clean faster. Had an issue where trim was being marked by the robot vacuum, but was quickly contacted by Roborock. My issues corrected and any concerns I had will were taken care of. Have since increased my review to five stars because of the customer service."
5.0 out of 5 stars,Exceeded my expectations for my 1st robot vac,"Exceeded my expectations for a robot vac at this price point (black Friday deal for $190). Been using it for about 2 months. After fixing a few areas it got stuck (under low coffee table shelf) it is now very reliable, quiet enough (although you will not want to watch TV with it in the room) and does a good job of daily cleaning of crumbs and cat hair."
5.0 out of 5 stars,Bought for $199.99,"I've had the Roborock for 2 months now, no issues so far. I have all hard wood floors in my apartment (711 sq ft) & it takes about an hour to clean. Even after an hour it has about 75% battery left so should be able to handle a good sized house. It will get stuck if it sucks up a cord or shoe lace, so be weary."
5.0 out of 5 stars,Robot cleaner,"If you have long hair and are tired of cutting it off other robot vacuums, this is the one to buy."
5.0 out of 5 stars,Powerful & Quiet Vac,"So far, it has proven to be extremely powerful & thorough. It works on a grid & senses objects, gently going around or touching before turning back into the grid. My only problem is connecting it to my WiFi. I will have to get someone who knows more about the technical end to help me there."
4.0 out of 5 stars,Not bad for the money!,"Once you get it paired up, and fully charged, its ready to go.. I would suggest to anyone who is reading this to check the collection bin every 30 mins or so of operation because it fills up quick! The only problem i've had so far (might be something im doing) is in my basement it does all the spaces (including the bathroom) except for a roughly 10x12 area.. Seems to ignore it. Keep up with general maintenance which is conveniently stored in the Mi Home app, and i think for the price point this Roborock E4 is a winner!"
1.0 out of 5 stars,It’s a NO for me,Absolutely false marketing. It markets as if it has mapping system while it cleans but it doesn’t. Nor can you feel it to clean a specific room. The only time you can see the map is after. The suction is not all that good and a little bit of elevation in the floor suck as going from carpet to hard floor and it gets stuck
5.0 out of 5 stars,Great vacuum ok mop,The vacuum is amazing. The mop is less so. It does ok in you let it mop every day then you only need a good mopping maybe once a week. But if you miss a day or two it can’t really clean a dirty floor.
4.0 out of 5 stars,It's good.,"I did end up returning it because the app that it tells you to download is completely unusable and not user-friendly. It was driving me crazy. Took a while for it to learn my house and did have good suction on hard floors and high pile, soft carpet. It's good for its value but beware of the app compatibility."
3.0 out of 5 stars,Doesn’t clean the messy areas well!,"This is an ok vacuum cleaner. There are many out there that gets the work done in half the price. It’s little on the noisy side and doesn’t clean messy areas well like kitchen. If there is stain on the kitchen floor, it won’t mop it well either. If you are looking for a vacuum and mopper for not so messy areas, it would work."
5.0 out of 5 stars,LOVE THIS VACUUM!,I love this little vacuum! It’s made my life so much easier!🤗 Got or for a great price! It vacuums a long time before docking to charge! I’m always amazed at how much it picks up each time! I run it several times a day because we have small kids and it helps me out so much!
1.0 out of 5 stars,Very sad," Robot vacuum did not work as advertised. It could not get from my hardwood floor onto the rug. I tried to use Spot clean mode and it wandered around the house. I had to place random furniture around my rug to get it to stay on the rug but it’s still tried to go out of the area. Very sad I was hopeful, Especially considering the price"
5.0 out of 5 stars,Exceeded my expectations,"I waited 5 months to write this review. This vacuum has been amazing. I've only used my regular vacuum 2-3 times since I received my robot vacuum. And I almost never have to sweep either. This is my first experience with one of these and I expected there to be something less than desirable about it. I thought maybe it would get stuck a lot, or stop working, or not work well at all. But to the contrary, it has exceeded my expectations. It works exactly the way the ad claims. This is honestly one of the best purchases I've ever made. Highly recommend."
3.0 out of 5 stars,Will jack up your baseboards,"The way this thing is programmed to vacuum along walls is dumb and it will leave black marks all over your baseboards and door frames. I had to put felt around mine and now have to go around and scrub all of the marks off of the baseboards. Suction is good, it's but not worth the damage. My old neato did not leave hardly any marks on baseboards."
5.0 out of 5 stars,Love this vacuum,"This is a great little work horse. I love that I can start it, leave the house and return to a clean house. I have laminate floors through most of the house with tile in one bathroom."
5.0 out of 5 stars,"Excellent product, does a fantastic job","Highly recommend this product for hardwood floors, carpet, and vinyl floors. Well worth the money!!"
1.0 out of 5 stars,Does not work with Google Assistant or Alexa,PROS: The standalone app works well and so does the robot suction - it is very strong and powerful. I have low pile and medium pile carpets and hardwood flooring and it works well with all three. It takes about 1min/ sq. metre and I have a timer set up to start cleaning at a fixed time every day. I love that it cleans in a z-pattern rather than a random pattern.
5.0 out of 5 stars,Works Very Well,"This vacuum/robot works very well. It picked up TONS of cat hair. I love how it cleans under beds and cabinets, places a regular vacuum doesn't reach easily. It switches from tile to hardwood to carpet with ease and navigates around the house pretty well. It's quite enough that it doesn't frighten the cats, but they are a bit wary of it."
4.0 out of 5 stars,"Great at cleaning, but will not connect to Alexa","This roomba is fantastic at cleaning. However, it won’t connect to Alexa. After reading a bunch of reviews on the actual Alexa app for this “skill”, many users commented the same thing. For me, that’s pretty much a deal breaker. We are implementing a lot of smart devices in our home to be controlled by Alexa, and since this one won’t connect, I am returning it. Still giving 4 stars however because I was impressed with its cleaning ability."
5.0 out of 5 stars,Great Vacuum!,"Love this Vacuum!!!! It gets caught on things which is normal for these types of vacuums, so I always just make sure things are tucked away before I start the cleaning. It is so great to keep up with animals that shed and cat litter!! my house feels so clean now :)"
4.0 out of 5 stars,Decent vacuum!,"Got the vaccum and couldn't believe how much dirt, dust and dog hair it picks up. We programmed it to run twice a day for a while because it is so good at picking up. Imagine having a vacuum running two hours a day in your house. It does get stuck on things quite often but, still worth the investment. I'm already looking into getting a mop so our floor cleaning will be mostly automatic. It is taking about an hour for the vacuum to do a 2800 square foot home with mostly wood floors and area rugs."
5.0 out of 5 stars,Great investment--thinking of getting a second one for the upstairs floor in my home!,"Great investment! My first and only robotic vacuum with wet vac attachment. Very pleased with it so convenient and very thorough. It's a little loud but I have bamboo floors and tile which it works great on, also works surprisingly well on my carpet which is a lower pile white shag. Love how it goes back to it's charging chamber. Works well with dog hair which is great since I have three. I use hot water and two caps of Fabulous in the ""mop"" chamber. It also works great on picking up dog hair which is helpful since I have three. Thinking about getting a second one for the upstairs floor of my home!"
3.0 out of 5 stars,He can’t see,"I like that the robot has good battery life and seems like it could be able to clean my whole apartment, but I don’t like that it says it is stuck all the time. I check on it and it’s sitting in the middle of the room. There’s no objects or furniture near it. It also seems to not work as well when the lights are off which is annoying because I want it to run while I am at work. I have not had a successful run yet. I’m attempting it for the fourth time and am considering sending it back."
5.0 out of 5 stars,Love love love!!!!,I’ve wanted one of these little gadgets for years but couldn’t afford the big name brand one. This little guy is awesome! I run it a couple of times a day. Nice to walk into the house and have a freshly vacuumed floor. I figured out that the roller needs cleaned out everyday but it’s easier. I wish the dust bin emptied out a little differently but all in all I am in love with this product!
5.0 out of 5 stars,Better than expected,"Had the roomba i3 before this one and it is hands down better than the roomba. App is a little funky, can’t create boundaries unless you put down magnetic strip. We just close the door as a work around. It will detect a step so that’s good. Overall it was a good purchase and it does have good suction"
5.0 out of 5 stars,Best purchase I have ever made!,"This vacuum is the best purchase I have ever made on Amazon. Truly an amazing machine. I was skeptical at first, that any robotic vacuum could do as good a job as I could by hand, but I was wrong. This little guy doesn't miss a spot. The way it maneuvers around corners and furniture is absolutely incredible."
5.0 out of 5 stars,Takes the work out of vacuuming,"I love this! I have waist length hair and it is no challenge for the Roborock E4. It does get tangled on the brush roller and the sweeper, but it's worth cleaning up to not have hair everywhere. I've vacuumed my entire house three times and it takes less than an hour and a half for a 1450 sq ft house. The first two times it picked up an enormous amount of hair, so hopefully, it will continue to be the beast I believe it is! Very impressed. I wish it had mapping but I'm ok with it not having it for the money I saved! I'd definitely buy it again!"
5.0 out of 5 stars,"Awesome vacuum, especially for pet hair","We have a large dog that sheds a lot. This vacuum does very well with pet hair pickup. Only recommendation I have is to empty the bin often, even before it tells you to as it will do a better job at cleaning."
5.0 out of 5 stars,Good for daily sweeping,Smart and fast
4.0 out of 5 stars,Too early to tell.,"There seems to be a design flaw. It is always telling me to clean the filter, even 5 minutes after it's been cleaned. However, it works very good."
5.0 out of 5 stars,VERY PLEASED!," I have been pleasantly suprised at how well this vacuum works. I have never had one and honestly felt more like its a gimmick. However, we do have dogs and this thing has really helped. I run it everyday in the main areas and couple times a week in the bedroom and bath. Even my wife has been impressed. Very satisfied with the results."
5.0 out of 5 stars,We named ours Charlie and it’s pretty much family!,This little thing has changed everything for us. We have two large dogs that shed ALOT. We looked into vacuums to help keep the house clean and landed on the E4.
4.0 out of 5 stars,Weak suction," It’s convenient but I’ve noticed the suction is not that good since I can still see the hair, dusts and other particles on the floor after the robot has swept through it multiple times, so I can’t really imagine what it’s left out that isn’t visible."
5.0 out of 5 stars,Great customer service too!,"I’m very impressed with this little robot. I’m even more impressed with customer support. I called without knowing it was after hours since I was having trouble connecting it to my wifi. I didn't leave a message, but a representative called me back anyway about a half hour before they were suppose to be open. She walked me though it simple enough. I’m shocked. She really wanted me to be satisfied with the product. And now I am."
5.0 out of 5 stars,"Good vacuumer, really happy I got it","Had been hesitant to buy one of these, is it really worth the money? The answer is clearly yes - the E4 cleans our house daily, navigates around 5 rooms effectively and the kids are now used to picking up their toys every day, as otherwise ""WALL-E"" eats them..."
5.0 out of 5 stars,"Smart, intuitive and does it's job really well.","Great vacuum, I'm so happy. It ready does learn the rooms and more well in an organized manner to cover every inch of the floor. It took a little while to get the ap connected to the machine but after a few tries it works perfect. It finds its way back home to charge when it needs to, and then continues where it left off. I got it so I would never have to Mop again, but I still haven't taken time to figure out yet. I'll update the review once I Mop with it. So far it's worth it just sweeping."
4.0 out of 5 stars,It sucks!!,"I bought and returned an iRobot Roomba 675 and this vacuum is 100% better. It does actually “think” about its pattern and obstacles. The roomba ran into things aggressively and got caught on every single cord. This machine is great, especially for the price. It’s battery does run down fairly quickly if you have any rugs."
5.0 out of 5 stars,A must have for all pet owners,"I used to vacuum every other day to get my dog hair from getting everywhere. If I did not do this, I used to see bunched up hair all over the floor. One of issues with regular vacuum is hair getting under the furniture such as bed or couch, that are difficult to move to clean underneath. This little robot solved all my hair problems! I run this unit each of my floors every day, and in about an hour, all the visible dog hair are gone! I should have purchased this a long time ago."
5.0 out of 5 stars,Great vacuum for the money,"I rarely write a review. That said, I felt I needed to because this vacuum is great. We have a finished basement with Berber carpet. Having two dogs (one is a shepherd) we have some dog hair and kids who can’t seem to eat chips without leaving tons of crumbs. Before we had an old rumba from Costco and was hesitant on this purchase. This is a serious upgrade. It actually vacuums in straight lines and keeps track of where it’s been. Not some random wandering. Great vacuum for the money."
4.0 out of 5 stars,The dust bin don't lie.,I really like this product so far. I cannot leave it a 5 star review though as it leaves behind the occasional piece of debris or string that I feel it should have picked up. But the dustbin does not lie it is clearly working.
1.0 out of 5 stars,Don’t trust the review!,"On day one, so far, I had to rescue it twice! First it stuck on an area rug and rolled the rug up"
5.0 out of 5 stars,I gave it as a gift.,"I gave this to my daughter as a gift. It replaced another brand which stopped working and bounced around randomly. She likes this new one for its ability to deal with lots of dog hair, speed of cleaning and the nice ""mowed lawn"" pattern it leaves behind."
4.0 out of 5 stars,Mama's Helper,"It doesn't have all the bells and whistles some of the more expensive brands have, but ot gets the job done. I'm yet to figure out how to get it to leave my dining room, so I just pick it up and take it from room to room. This might be a pain, but for the price, I knew it wasn't going to be perfection. It's a nice helper."
4.0 out of 5 stars,"It works if you get the crap off the floor. If you have pets, its amazing. clean offten","Large house with capeting. No. Moderate size house with hardwood. Perfect. Buy if you have a pet and area rugs. Finds hair that you would not believe. Keep small crap off the floor, Nylons/tights, panties, and small flexible clothing. It does its best to cover the floor space, Empty often."
4.0 out of 5 stars,Great Robot vacuum but little noisy.," Roborock runs a great pattern back and forth never missing a line ,it has 3 settings for suction but is a little loud even on medium power when running over rugs it picks up suction power also finishes all edges around each room , we run ours threw Alexa !!"
5.0 out of 5 stars,i like my Roborock,"it does work very well, but we had problems due to the bad internet connection we have here so use the wi-fi and program it so we start it manually, it works well!!"
1.0 out of 5 stars,It only worked correctly the first 3 times I used it!!," I bought this a couple of months ago. The first 3 times I used it I was happy with the results, it was picking up a lot of dust. From the 4th time, I noticed that I was getting less and less dust in the bin after cleaning. I have used it for a total of 10 h of cleaning now and it doesn't seem to be cleaning anymore the carpet. I can easily see residues on the floor after it finishes (see video). Even in the kitchen where there is no carpet is not very clean. I had to clean again with my old vacuum after its horrible job. Highly disappointed. This is probably the worst purchase I have ever made. I wish I had use it enough from the beginning so I could return it on time."
1.0 out of 5 stars,I do not want to replace this vacuume .,"This vacuum just runs over the same place over and over, in a straight line, I had one before this and it went around the house real good but it stopped working. I just want to return this one and order another one later that will work for me. I am in my 80 could you have someone pick this up for me. Charlene Hatley"
5.0 out of 5 stars,Excelente compra.,"Debo decir que es una compra acertada 100%, muy pocas veces he usado la aplicación y realmente no se requiere a no ser que vayas a poner a hacer la limpieza estando fuera de casa. Tenemos un gato y la cantidad de pelo que recoge es impresionante, con una escoba nunca se recogía tanto mugre. Compré el tanque de trapeado y es muy útil a medida que va limpiando va haciendo el trepaeado. El control remoto no es muy funcional pero considero que no se requiere. Si necesitas limpiar solo una zona, solo basta con cerrar puertas y/o poner alguna barrera como una silla o una caja y listo. Sin complicaciones y muy funcional."
5.0 out of 5 stars,2 hours of non stop vacuuming,Great battery life. I’m getting two hours of cleaning. Different cleaning speeds. From queit to turbo. Cleans in a “z” pattern it makes sure to catch all the areas. Can control thru app with remote direction. Highly recommended! The app won’t pair with Alexa. Skill page just sits and won’t connect.
5.0 out of 5 stars,Great unit ! Itself without the mopping feature!,This unit in and of itself is very good and pleased with overall performance. I found the 45.00 mopping attachment to be a waste of money as even in gentle mopping mode dry streaks appeared in track of robot so essentially it does not effectively mop a hardwood or tile floor.
1.0 out of 5 stars,No offense to robots but this one is dumb and blind,Dumbest robot ever. It can’t even find his docking station when it’s just a few feet away without obstacles. I have a Roborock S5 Max at home and she’s a genius. One of the best investments for my home so I decided to get this entry level version for my office. Complete waste of money. I have it scheduled for nightly vacuums for a little over 2 weeks and it’s completed cleaning just once. Maybe mine is defective but it seems it doesn’t have any “sight” at all and it doesn’t have the “brains” to at least use process of elimination.
2.0 out of 5 stars,"So frustrating. Stupid Vac, not Smart.","This vacuum was unbelievably frustrating. It couldn't figure out that it missed rooms. It wedged itself under the couch, reversed out, went over 2 inches, and wedged itself under it again. It did this for 20 minutes. I was so aggravated that I returned it."
3.0 out of 5 stars,Lower your expectations,"We purchased the vacuum mop hoping to clean up after our two toddlers. The vacuum works just fine, but the mop is disappointing. There is just a moist pad that you attach to the vacuum, no spray or scrubbing. The pad wets the floor but that’s about it. It doesn’t scrub up any mess."
5.0 out of 5 stars,Well worth the $$$$,"Purchased this thinking it would fail in a house with 2 dogs, 2 cats, 4 birds. Boy was I wrong! This vac is worth every penny. Picks up not only hair, but feathers, seed and cat litter. Have had for nearly 2 months. Run it 1x daily without any issues. App is easy to setup and use."
5.0 out of 5 stars,BUY THIS!!!,"Wow! Okay. So this vacuum has been a great surprise! I was obviously skeptical about it due to the price difference between this and the Roomba and I need to say, I’m so glad i gave it a shot!"
2.0 out of 5 stars,Where is the map of your house!?,The vacuum it’s self it’s good. The only reason why I gave it a 2 star rating is because it doesn’t map out your house like people are showing. I can find that option in the app. I find it a little deceiving.
